,ID,Name,Park Code,Latitude,Longitude,Number Of Sites Reservable,Number Of Sites First Come First Serve,Accessibility Classifications,Cost,Zip,City
193,46F315CE-1A6C-4600-BDE0-98D044A55172,Elk Mountain Campground,wica,43.56547071700004,-103.48823452199996,62,62,['Limited Development Campground'],24.0,57747,Hot Springs
194,1734D80A-77AA-4392-A53B-36206595BDCC,Elk Prairie Campground,redw,41.35982485324314,-124.02943276711778,75,0,['Developed Campground'],35.0,95531,Crescent City
195,63D37502-C1A6-44B7-A2C3-C4F784C03318,Elkmont Campground,grsm,35.65875714556928,-83.5827404743859,211,0,['Developed Campground'],30.0,37738,Gatlinburg
196,1B42DF20-EB0E-4F6A-8094-BCF63BA6B54F,Elkmont Group Campground,grsm,35.6596758456,-83.5863818735,4,0,[],53.0,37738,Gatlinburg
197,D5A0E41F-CF3C-4669-B774-C71AE16199A1,Elliott Key Campground,bisc,25.4535845128,-80.1958850931,0,0,['Limited Development Campground'],35.0,,
198,F448D6D4-AA8F-48BA-B5B8-FEC826541394,Emigrant Campground,deva,36.49652164991439,-117.2270724365626,0,10,['Primitive Camping Areas'],0.0,92328,Death Valley
199,74277392-66F4-4FEB-B95B-A9FD2B6D4258,Erbie Campground,buff,36.0713269988,-93.2149368998,3,18,['Limited Development Campground'],0.0,72641,Jasper
200,E8A7594F-7F0C-4E5D-8465-2C4A4A055855,Esker Campsite,kaww,45.9083960065,-68.6795909867,0,1,[],0.0,04765,Patten
201,7E6E57BE-02ED-4440-AE5C-1BD6A8DE82C1,Eureka Dunes Campground (Primitive),deva,37.112,-117.6809,0,5,['Primitive Camping Areas'],0.0,92328,Death Valley
202,41D2DEC1-F454-45FD-9239-B0E91C665BE7,Evans Campground,laro,48.69881814742667,-118.01765146027128,43,0,['Limited Development Campground'],23.0,99126,Evans
203,1036CB25-3FAD-48EA-A264-E197016C6D77,Evans Group Site,laro,48.701517,-118.018959,1,0,['Limited Development Campground'],55.0,99126,Evans
204,CA193220-AEAD-4170-BBD3-1275AE5770DD,Evitts Creek Hiker-Biker Campsite,choh,39.616979,-78.73259,0,1,['Primitive Camping Areas'],0.0,21740,Hagerstown
205,5F2A45B9-4C98-4710-B06B-30D23ACF5E79,Exit Glacier Campground,kefj,60.1909682429161,-149.618120247669,0,12,['Limited Development Campground'],0.0,99664,Seward
206,F15D3521-C877-4DA6-BE0A-E78B83D39AC7,Fairholme Campground,olym,48.07007999922397,-123.91813840922975,88,0,['Developed Campground'],24.0,98363,Port Angeles
207,D8A2C986-6DAD-48A9-8A0D-93133EE7C4C5,Feldtmann Lake Campground,isro,47.84857314451423,-89.18297185832984,2,5,['Primitive Camping Areas'],0.0,49931,Houghton
208,7918FDCD-28B1-4A0B-AD5A-86EAAB88CFB6,Fifteenmile Creek Campground,choh,39.625303049257006,-78.38559864575001,10,0,[],40.0,,
209,3CD41217-24F5-4D7B-B34A-436506EEC448,Finnegan's Point,klgo,59.575423,-135.3348773,6,0,[],54.6,99840,Skagway
210,D3D02CD0-A5DB-430B-A1FC-B498FD1890E0,Fish Creek,glac,48.5501313186,-113.982962737,178,0,['Developed Campground'],23.0,59936,West Glacier
211,64ABF507-2DCD-4FE4-90B9-F2C5636D4B52,Fishing Bridge RV Park,yell,44.5647552489551,-110.369472282319,310,0,['Developed Campground'],89.0,82190,Yellowstone National Park
212,4F5128AD-453F-4B40-91F0-388FD662D110,Flamingo Campground,ever,25.137301004201746,-80.93947649002075,159,28,['Developed Campground'],50.0,33034,Flamingo
213,C2D30818-1C74-4284-9DBA-C689A6977BC0,Fort Casey State Park,ebla,48.1568610743654,-122.67400959303,0,0,[],,98239,Coupeville
214,B1C748D9-1239-4E42-A61E-3387E02AEDA5,Fort Charlotte Backcountry Campgrounds,grpo,48.0036880999,-89.8283403009,2,0,['Primitive Camping Areas'],0.0,55605,Grand Portage
215,2E0F6571-F19E-4AE9-98AC-6AC486B48B7C,Fort Ebey State Park,ebla,35.6474198892006,-101.628934056876,0,0,[],,98239,Coupeville
216,18921332-CD30-4B8B-8CD7-08CAA365919E,Fort Pickens Campground,guis,30.3232083475706,-87.27597277635039,188,0,['Developed Campground'],25.0,32561,Pensacola Beach
217,05011267-F78C-4A27-B956-6F82230C7BBE,Fort Spokane Campground,laro,47.91057783564893,-118.3059186711921,67,0,['Limited Development Campground'],23.0,99122,Davenport
218,6838ABBE-4A61-4668-9D33-FE56AD77D7E4,Fort Wadsworth Campsite,gate,40.599998,-74.054771,7,0,[],30.0,,
219,66DA0C26-4D6E-4C02-AA89-794655DF2C38,Frijole Horse Corral Campground,gumo,31.8995224439952,-104.799849430182,1,0,['Limited Development Campground'],60.0,,
220,5A68AFB0-A5CD-4892-9222-880AF77B37BE,Frisco Campground,caha,35.237075,-75.603357,117,0,['Developed Campground'],28.0,27920,Frisco
221,12BCF9B8-3B58-4787-97E7-99D7D1EFA719,Fritch Fortress,lamr,35.6817457818143,-101.598311253546,0,15,['Limited Development Campground'],0.0,79036,Fritch
222,B1B4EA86-DDA9-416A-9E7B-D718DF3C3233,Fruita Campground,care,38.2825607383,-111.248097934,65,0,['Developed Campground'],25.0,84775,Torrey
223,2DCEC434-825E-46B0-AF59-21BE27A849A1,Furnace Creek Campground,deva,36.4657541512,-116.868157545,136,0,['Developed Campground'],22.0,92328,Death Valley
224,BD1E41E6-D629-4C80-93F5-A7F537B7E999,Gallo Campground,chcu,36.03612040541528,-107.89180924860386,0,0,[],,,
225,7FB9E93F-7F2B-4967-862E-BB2B24722B14,Garden Key Campground,drto,24.6270109567431,-82.8734064423241,0,8,['Primitive Camping Areas'],15.0,33034,Homestead
226,C37B6AA5-24C5-4982-9058-8BBEA3E07DE3,Gates of Lodore Campground,dino,40.72492348417907,-108.88782437201075,0,19,['Limited Development Campground'],10.0,81640,Maybell
227,5B7FB84F-E9EB-448D-B721-9176B8B4B11A,Gateview Campground,cure,38.3844578817442,-107.242874927003,0,6,['Limited Development Campground'],0.0,,
228,EDF9CACD-CA15-478C-830B-581FB3A18BDE,Gator Head,bicy,26.2238175484,-81.2677556747,0,9,['Limited Development Campground'],10.0,34141,Ochopee
229,5DA9B21A-60C6-4B73-B115-D9273354A6C9,Gauley Tailwaters,gari,38.21439035407238,-80.88885151780727,0,18,['Designated Primitive Campsites'],0.0,,
230,F45274CB-22BB-46A9-91FF-F83EF7CC45E8,Gifford Campground,laro,48.2858575736509,-118.142799633773,42,0,['Limited Development Campground'],23.0,99131,Gifford
231,D55642DE-EA9F-4B67-85AE-0A85556616E6,Gifford Group Site,laro,48.288223,-118.143881,1,0,['Limited Development Campground'],55.0,99131,Gifford
232,6715A7CC-280C-4093-85D3-492004C2DB48,Glacier Basin Campground,romo,40.32980715336969,-105.59562927944025,153,0,['Developed Campground'],35.0,80517,Estes Park
233,C838E1A7-6558-4F7B-8F2D-FE51D9DC333D,Glade Creek Campground,neri,37.82841131456489,-81.01298532714685,0,11,['Primitive Camping Areas'],0.0,25907,Prince
234,68E04D73-F0F7-490C-B9B9-E95A03564825,Glen Campground,pore,37.98931070849041,-122.78848792812424,11,1,['Designated Primitive Campsites'],30.0,94956,Point Reyes Station
235,09141625-F881-4441-AF5E-B0FAA9887D4F,Goat Island Primitive Camping,mnrr,42.765746,-97.066858,0,2,['Designated Primitive Campsites'],0.0,68792,Cedar County
236,2D58DB61-4744-4A49-8012-A1C53FD6E3BE,Gold Bluffs Beach Campground,redw,41.38221738914677,-124.0698821873994,26,0,['Developed Campground'],35.0,95555,Orick
237,9D6E5F9A-BB88-4170-A3B4-87F303AA0836,Goodell Creek Campground,noca,48.673,-121.267,19,0,['Limited Development Campground'],20.0,98284,Sedro-Woolley
238,43B0C61B-D068-48EB-9AD9-F06A0DE250BE,Gorge Lake Campground,noca,48.716,-121.152,8,8,['Limited Development Campground'],20.0,,
239,FFA388BF-3129-4FC4-80ED-D163E8199587,Governors Landing Campground,amis,29.479076370014475,-101.02886321679988,0,15,['Limited Development Campground'],10.0,,
240,4A23813E-3190-4E4F-8272-0001F57A049C,Grace Island Campground,isro,47.88249028850224,-89.21635637438078,0,2,['Limited Development Campground'],0.0,49931,Houghton
241,6929599F-D083-481C-A5A9-D551EC31CAA3,Grand Pitch Lean-to,kaww,46.057785,-68.748256,0,1,['Designated Primitive Campsites'],0.0,,
242,356C56D3-A5F9-4B57-8781-37B19C0F9393,Grand Sable Lake Boat-In Site,piro,46.64323548207715,-86.0319734881054,1,0,['Limited Development Campground'],5.0,,
243,1487B254-91D2-4BA2-BC19-FF6FA7BB18A7,Grandview Sandbar,neri,37.85653168961612,-81.05256733791589,0,16,['Primitive Camping Areas'],0.0,25907,Prince
244,E8EB610A-8BBA-490F-BC39-CBCB28909F20,Grant Village Campground,yell,44.3942533493729,-110.563444983232,430,0,['Developed Campground'],39.0,82190,Yellowstone National Park
245,59EF188B-482C-4E9F-BD9B-414411DB6727,Grapevine Campground,bica,45.31804610741141,-107.94067157826736,12,0,['Limited Development Campground'],18.0,,
246,812CF898-9225-4E23-9937-85FB14490F36,Grass Shack,sagu,32.183854,-110.592818,0,0,[],,85730,Tucson
247,2EA47E1B-6EA8-476D-A491-376F850EF923,Graves Creek Campground,olym,47.573831087,-123.576795443,0,30,['Primitive Camping Areas'],20.0,98362,Port Angeles
248,19323FC8-387C-4F88-870A-BDE13D3E5447,Great Island Cabin Camp,calo,34.76055561111111,-76.41222219444445,23,0,['Developed Campground'],80.0,28524,Core Banks
249,7CB72719-D7D0-49B9-B3AF-D71316CAB9B4,Green Island Primitive Camping,mnrr,42.86381530885288,-97.4033088680153,0,5,['Designated Primitive Campsites'],0.0,,
250,0AD1C4E8-ED05-426E-8332-EA369022B8C5,Green River Campground,dino,40.42097747242215,-109.24317566803744,54,27,['Developed Campground'],18.0,84035,Jensen
251,7F7BBB8F-3E23-4B9F-8EA7-DB17EE88FDE8,Greenbelt Park Campground,gree,38.97908,-76.89841,172,0,['Designated Primitive Campsites'],20.0,20770,Greenbelt
252,27D0E27F-2644-42D0-952B-EE41A0AD5E83,Grey Cliffs Campground,grba,38.99115,-114.219121,16,0,['Developed Campground'],20.0,,
253,F79BD2D4-B5CE-4405-99F4-AF59DD1913A6,Gros Ventre Campground,grte,43.6159078257903,-110.665883983664,322,0,['Developed Campground'],50.0,83011,Kelly
254,6A989D7D-8AA1-432E-A915-337BB2B45E4C,Group Campsite,care,38.2789,-111.2514,1,0,[],125.0,84775,Torrey
255,EAA68679-D1DF-4327-AA61-7B1293EA17E5,Guadalupe Peak Wilderness Campground,gumo,31.8934963936164,-104.851581112569,5,0,['Designated Primitive Campsites'],6.0,,
256,B09710B2-3D0B-47B0-B15E-ABAFC4243F75,Gulpha Gorge Campground,hosp,34.52436309933005,-93.03604779926388,40,0,['Developed Campground'],34.0,71901,Hot Springs
257,34728A7E-796D-4834-949A-4E960CC945C1,Gunter Hill Campground,semo,32.358663,-86.452365,0,0,[],,,
258,D9E5422D-1BC9-436A-9695-857D7CE64FD5,Guy Sandy Campground,chic,34.4561844867,-97.052303804,0,40,['Limited Development Campground'],14.0,,
259,13D9E8A8-CF13-4AC4-9482-81AFC6ADBAF6,Haag Cove Campground,laro,48.56066088100678,-118.1518041537181,18,0,['Limited Development Campground'],23.0,99141,Kettle Falls
260,2279D883-668A-490A-A794-2060011B8960,Halls Crossing RV & Campground,glca,37.4577993989406,-110.71820138441,24,41,['Limited Development Campground'],100.0,84533,Lake Powell
261,D1770365-E6B3-45F2-8029-13E6F75DF232,Happy Valley Saddle,sagu,32.154022,-110.518452,0,0,[],,85730,Tucson
262,95C99A7D-D423-4F04-967D-B22EEC464C56,Harbor Bay Campground,lamr,35.6478560545659,-101.628983197957,0,25,['Limited Development Campground'],0.0,,
263,55555B90-B545-4045-BB65-1FBB696E4515,Harlequin Campground,noca,48.3468,-120.7137,6,1,['Limited Development Campground'],20.0,,
264,3A459D88-DF35-41D2-AE2F-2D0829B4BE08,Haskell Campsite,kaww,46.073046,-68.768473,0,1,['Designated Primitive Campsites'],0.0,,
265,95AFF7B7-E0DE-4872-A58E-9E4179AD5474,Haskell Hut,kaww,46.07962364552255,-68.77007902706657,1,0,['Primitive Camping Areas'],0.0,04765,Patten
266,374DF57A-1323-4107-B5B2-5C31633CEB80,Hatchet Lake Campground,isro,48.02113448367796,-88.85081644657868,3,5,['Primitive Camping Areas'],0.0,49931,Houghton
267,CF4FCDE0-60FD-42DE-9A64-816E3601A562,Hawk Campground,goga,37.854157537291584,-122.52064607251748,3,0,['Primitive Camping Areas'],25.0,94965,Sausalito
268,42969E1F-9F45-4417-9493-A068CE39E500,Hawk Creek Campground,laro,47.81516448439866,-118.32495194907403,20,0,['Limited Development Campground'],23.0,99117,Creston
269,59C82327-07CE-4C77-BEB3-29BDABA8A60F,Hay Bay Campground,isro,47.93386908337534,-88.93999432938057,0,1,['Limited Development Campground'],0.0,49931,Houghton
270,0FAC4543-542C-4B14-9930-27EA43E2E842,Haypress Campground,goga,37.86078511593824,-122.54645447713447,6,0,['Primitive Camping Areas'],25.0,94965,Sausalito
271,C015D3D1-180D-408C-88AB-B73EAEA89E10,Headwaters Campground,grte,44.1058980602854,-110.671020215965,171,0,['Developed Campground'],52.0,83013,Moran
272,C4C0ACBD-0AE4-4970-9C6A-E75A0153050D,Heart O' the Hills Campground,olym,48.0362664284,-123.429967329,0,97,['Developed Campground'],24.0,98362,Port Angeles
273,CD6FC82F-A9B7-46EA-A6A4-2FD69E7E017D,Hickory Hill Wilderness Campsite,cuis,30.8327,-81.4514,4,0,[],9.0,,
274,8271D39A-48E1-4693-B3E2-2DBE4C3511D2,Hidden Valley Campground,jotr,34.01718844292067,-116.16273695815448,0,44,['Limited Development Campground'],15.0,,
275,53B78B5A-F056-47DB-B254-13C2EDEC8094,Hite Outpost Adventure Center - Closed until further notice,glca,37.87686,-110.381007,35,0,['Developed Campground'],,84533,Campground is closed
276,3BE59EF8-1327-4B0F-B4ED-AFE4C6085DEE,"Hite Primitive (Dirty Devil, Farley, White Canyon) camping",glca,37.864131,-110.399782,0,0,['Primitive Camping Areas'],12.0,86040,Page
277,8D89A88A-5E90-449B-B4FA-78026CF14D70,Hodgdon Meadow Campground,yose,37.7998824480597,-119.867033107265,0,99,['Developed Campground'],36.0,,
278,B4D16CA6-183B-492C-BDEA-A41DA6349EDD,Hoh Campground,olym,47.8583524952499,-123.935540122439,78,0,['Developed Campground'],24.0,98331,Forks
279,91F6D1D1-70F5-44EE-9930-4003ECC52A22,Hole-in-the-Wall Campground,moja,35.046023820433334,-115.39356516179195,0,35,['Limited Development Campground'],12.0,92332,Essex
280,2BB05B85-183A-49D2-B9B6-612A7BBF3793,Homestake Campground (Primitive),deva,36.6376,-117.5738,0,10,['Designated Primitive Campsites'],0.0,92328,Death Valley
281,22C22378-2697-4D14-B5F7-E8BAD9B7033D,Horse Camp,whis,40.57611111,-122.531388889,2,0,['Limited Development Campground'],20.0,96095,Whiskeytown
282,27EBFE30-BE1A-4511-9244-CF83F67E3085,Horse camping,asis,38.19282100055179,-75.1574710003365,2,0,['Limited Development Campground'],80.0,21811,Berlin
283,96423246-D213-41C2-860C-34DF71149E34,Horsepen Branch Hiker-Biker Campsite,choh,39.06938,-77.398038,0,1,['Primitive Camping Areas'],0.0,20837,Poolesville
284,13B7970B-039E-415E-900A-E1E1A2C7B032,Horseshoe Bend Campground,bica,44.96,-108.26,10,38,['Developed Campground'],35.0,82431,Lovell
285,80B2AD5E-92D0-4BF8-90C4-92349E09338E,Horseshoe Bend Hiker-Biker Campsite,choh,39.486903,-77.774341,0,1,['Designated Primitive Campsites'],0.0,21782,Mercersville
286,75216514-60C2-4262-9107-35122A9194AC,Hosmer Grove Campground,hale,20.768155,-156.237592,6,0,['Limited Development Campground'],5.0,96790,Kula
287,8F0F105B-48D2-41FE-9B50-CB1A1B1952AB,Houchin Ferry Campground,maca,37.2016901005,-86.2377215005,12,0,['Designated Primitive Campsites'],20.0,42210,Brownsville
288,5F2991D3-8D31-4DF0-9E00-5351349391AF,Hovenweep Campground,hove,37.3832032699,-109.070815001,0,31,['Limited Development Campground'],20.0,81321,Cortez
289,AD024FB6-EE7E-4DC0-A151-5A09F7A35B02,Hozomeen Campground,noca,48.9871,-121.0711,0,75,['Limited Development Campground'],0.0,,
290,129ADE5E-5C43-4F6F-85E3-2F69DC82217D,Huckleberry Hill Hiker-Biker Campsite,choh,39.34152,-77.75747000000001,0,0,[],0.0,21740,Hagerstown
291,12DB0F9A-5D56-4117-B66A-A66C6A1C2E33,Huginnin Cove Campground,isro,47.934272022481146,-89.17647822364461,0,5,['Primitive Camping Areas'],0.0,49931,Houghton
292,0D61BB7D-56EC-4B90-870B-C54B4B23F627,Hunters Campground,laro,48.1255472978347,-118.231331985386,37,0,['Limited Development Campground'],23.0,99137,Hunters
293,4F237B6C-D314-4A2C-ADBF-1A86D0DCC98A,Hunters Group Sites,laro,48.12544,-118.230877,3,0,['Limited Development Campground'],55.0,99137,Hunters
294,06069540-A17B-448D-BFE2-4F84CF26ABC1,Hurricane River Campground,piro,46.663953,-86.1661587,21,0,['Limited Development Campground'],25.0,49839,Grand Marais
295,3B299906-24BA-44F3-A0BA-A054245F7615,Igloo Creek,dena,63.60969751677842,-149.583358087987,7,7,['Primitive Camping Areas'],21.75,,
296,E456A79A-B17D-4D7C-8866-C3FFE9290283,Indian Cove Campground,jotr,34.0934671521967,-116.15885356362554,101,0,['Limited Development Campground'],20.0,92277,Twentynine Palms
297,31A8FCDE-C07A-465F-BABA-0AD338ED9938,Indian Creek Campground,yell,44.88702324775696,-110.73606858357869,70,0,['Limited Development Campground'],20.0,82190,Yellowstone National Park
298,AF40345B-C2EC-4ED5-8E47-BD195FE6972E,Indian Flats Hiker-Biker Campsite,choh,39.233516,-77.462711,0,0,[],0.0,20842,Dickerson
299,EAA2FD98-4F5D-4533-B65A-A11F73AA4494,Indian Well Campground,labe,41.7174707355158,-121.504144731988,1,43,['Developed Campground'],10.0,96134,Tulelake
300,2133A176-466F-4A3E-8B74-AF4AC2E1B2AA,Indigo Neck Hiker-Biker Campsite,choh,39.626697,-78.358666,0,1,['Primitive Camping Areas'],0.0,21766,Little Orleans
301,A8605BC4-C81C-4F67-8AC3-FC14363304C3,Intermediate Lake Campground,isro,48.0337769036068,-88.72265854573033,0,3,['Primitive Camping Areas'],0.0,49931,Houghton
302,1B582C8D-FD73-4E42-8EBE-8E4C00DC7535,Irons Mountain Hiker-Biker Campsite,choh,39.58747900000001,-78.73558400000002,0,0,[],0.0,21740,Hagerstown
303,A7F66044-BE85-43D4-8BCF-7475CF00018E,Island Mine Campground,isro,47.93022395196004,-89.03997478443017,2,4,['Primitive Camping Areas'],0.0,49931,Houghton
304,26404A2A-AB76-4A51-9707-39D0E6E3368D,Island in the Sky (Willow Flat) Campground,cany,38.3833807187,-109.888129255,0,12,['Limited Development Campground'],15.0,84532,Moab
305,A2B6DE41-CD49-4109-9EB4-AA32B6A82568,Jedediah Smith Campground,redw,41.79572647634519,-124.0864474439352,86,0,['Developed Campground'],35.0,95531,Crescent City
306,CC65EA50-831C-4C71-ABD1-3C32D780E4D4,"Jeff Busby Campground, Milepost 193.1",natr,33.4171640485,-89.2673709764,0,18,['Limited Development Campground'],0.0,39735,Ackerman
307,5A3B6615-6E41-47CD-A13A-A717684296E5,Jenny Lake Campground,grte,43.7552631986,-110.719393468,51,10,['Developed Campground'],49.0,83012,Moose
308,F626FF38-1C87-48C9-81F2-D13B8FFBEB8A,Jones Bay Campground,laro,47.9198995489921,-118.582833386076,9,0,['Limited Development Campground'],23.0,99185,Wilbur
309,B89F33B9-4FDD-49EE-8FA4-BF2AB74AFFB5,Jordan Junction Hiker-Biker Campsite,choh,39.60919199999999,-77.85283,0,1,['Designated Primitive Campsites'],0.0,21795,Williamsport
310,04662D80-18F0-4E2C-8C6A-461E244DB0A7,Julian Price Park Campground,blri,36.1203493459,-81.7652698731,92,98,['Developed Campground'],20.0,28605,Blowing Rock
311,6742B85D-65DA-447C-95C2-80E110AA5E6A,Jumbo Rocks Campground,jotr,33.99075644553917,-116.05925183764724,124,0,['Limited Development Campground'],20.0,92277,Twentynine Palms
312,4A56E4A8-59E9-4766-9E89-677CF4B1C88D,Juniper Basin,sagu,32.182818,-110.644513,0,0,[],,85730,Tucson
313,77017AF3-91BF-4166-BE1E-F17D903294ED,Juniper Campground,thro,47.59524746300008,-103.333156762,1,50,['Developed Campground'],14.0,,
314,B4212C55-8FAB-495E-9A12-DE6D57EB91D4,Juniper Family Campground,band,35.795338186866466,-106.27904543051932,2,50,['Developed Campground'],12.0,87544,Los Alamos
315,EE0BEF31-3C7D-4249-A131-156D31114388,Juniper Lake Campground,lavo,40.4496486561308,-121.296461605835,3,18,['Limited Development Campground'],12.0,96020,Chester
316,F8DFAB23-EFE0-4F31-98D0-CD5A871596A9,Kalaloch Campround,olym,47.6127053601112,-124.375074131062,170,0,['Developed Campground'],24.0,,
317,BE7AB8F1-8ED2-40DA-A2DB-B4C7F7EC3531,Kamloops Island Campground,laro,48.6783241500684,-118.117008793336,17,0,['Limited Development Campground'],23.0,99141,Kettle Falls
318,5867E623-661C-49E1-ADC1-DFACA828D8F0,Katahdin Brook Lean-to,kaww,45.9204007640828,-68.7628803658878,0,1,[],0.0,,
319,3A9DB923-A81D-49F3-83F3-F26ABB6F8E28,Katherine Landing Campground (Lake Mohave),lake,35.223175690624814,-114.55677723796998,0,0,[],,,
320,B00EBE13-43A0-4456-BFAD-D7C35A0B469B,Katherine Landing RV Park (Lake Mohave),lake,35.22234390934542,-114.56200692629524,0,0,[],,,
321,3D4EA3B5-B5B3-42B5-94C8-35A39D6A2893,Kendesnii Campground,wrst,62.52982,-143.258776,0,10,['Limited Development Campground'],0.0,99586,Nabesna
322,E6B4725F-B2C0-4E4B-BD4C-D15EC8CF6212,Kettle Falls Campground,laro,48.6015176486769,-118.1235712706458,74,0,['Developed Campground'],23.0,99141,Kettle Falls
323,476252BB-E411-46A7-BC5C-77CCE0281781,Kettle River Campground,laro,48.71593087397785,-118.12268733306188,13,0,['Limited Development Campground'],23.0,99107,Boyds
324,A610C577-66D8-4544-9F6F-62FF55803C8F,Killiansburg Cave Hiker-Biker Campsite,choh,39.45920199999999,-77.796583,0,1,['Primitive Camping Areas'],0.0,21782,Sharpsburg
325,BCE824F6-C326-4753-9D3D-916A93A690ED,Kintla Lake,glac,48.935745209091245,-114.34593003158407,0,13,['Limited Development Campground'],15.0,59936,West Glacier
326,E432BD79-E5A8-4989-8F03-ADF9683A95A2,Kirby Cove Campground,goga,37.82790211736253,-122.49039346494745,6,0,['Limited Development Campground'],40.0,94965,Sausalito
327,A859E76B-FA23-43CE-8BED-904FB4D41B60,Kulanaokuaiki,havo,19.3436666463,-155.274076368,0,9,['Designated Primitive Campsites'],10.0,96718,Hawaii National Park
328,0B860B12-04E9-46DB-A1C3-E7FBA8B1A3DE,Kyles Landing,buff,36.0557786001,-93.2807538999,0,33,['Developed Campground'],20.0,72641,Jasper
329,D24D8C58-DF08-4A80-BC5F-531E6F086A1B,Kīpahulu Campground,hale,20.659705,-156.044492,9,0,['Limited Development Campground'],8.0,93713,Hāna
330,D8737D28-750B-4C8D-9E0D-78F327C77CBB,Lake Fork Campground,cure,38.4548253084593,-107.326981170259,57,19,['Developed Campground'],16.0,,
331,C838D310-D10F-4670-91C8-E375C0F294F4,Lake Mead RV Village (Lake Mead),lake,36.03503,-114.800453,115,0,[],,,
332,5B9B3451-F0DD-4BD3-9EB7-7AEF691285DD,Lake Richie Campground,isro,48.05134221029036,-88.68736051726773,2,4,['Primitive Camping Areas'],0.0,49931,Houghton
333,56BEF8CE-2E4F-467E-B548-3B8DB0E28C92,Lake Richie Canoe Campground,isro,48.04382454287261,-88.70018995569336,0,3,['Primitive Camping Areas'],0.0,49931,Houghton
334,BCBF894F-DF97-4EAE-804B-CAF0E4237A8B,Lake Whittlesey Campground,isro,48.007628545489816,-88.7070852277252,0,3,['Primitive Camping Areas'],0.0,49931,Houghton
335,A8B8F6C0-8C37-4293-8A52-A332FE879B00,Lakeview Campground,noca,48.3079,-120.6544,9,0,['Limited Development Campground'],20.0,,
336,1617F7AB-6DAA-4571-AD88-DCFBC7AC6DC5,Lane Cove Campground,isro,48.14490683133697,-88.55767854958867,0,5,['Primitive Camping Areas'],0.0,49931,Houghton
337,2358E196-5E36-4A03-842F-C2C6FE81EFFD,Las Vegas Bay Campground (Lake Mead),lake,36.12784458588996,-114.87256967216256,0,84,['Developed Campground'],20.0,89005,Boulder City
338,655E8DDE-9586-447E-B531-A93B31EEE1A0,Lava Flow Campground,crmo,43.46070030861083,-113.55913194531864,0,42,['Developed Campground'],15.0,83213,Arco
339,B30A5B7D-0343-4E47-97E3-CBBAC4700D6B,Lava Point Campground,zion,37.38387909363943,-113.03284569282364,6,0,[],,,
340,047E1B9A-FF2B-4BD0-B98A-65ED0857639C,Lees Ferry Campground,glca,36.8593470173641,-111.606274705221,0,54,['Limited Development Campground'],20.0,86036,Marble Canyon
341,0477F54F-BBA5-4418-96C9-262FD30FEFC3,Leopards Mill Hiker-Biker Campsite,choh,39.65192764428288,-78.24015520133435,0,1,['Designated Primitive Campsites'],0.0,21750,Hancock
342,86643A75-55AF-4A7F-ADD1-DE35E379BB7F,Lewis Lake Campground,yell,44.28220565002496,-110.62798728261384,85,0,['Limited Development Campground'],20.0,82190,Yellowstone National Park
343,BAC9E60C-2FD0-479D-B676-1EB623EDAE60,Lewis Mountain Campground,shen,38.43556,-78.478096,0,30,['Developed Campground'],30.0,22827,Shenandoah
344,29887D47-54ED-4C49-A7FB-B49AB60DCCE4,Licking Creek Hiker-Biker Campsite,choh,39.650294,-78.04877600000002,0,0,[],0.0,21711,Pool
345,C32CB41B-1C35-454B-B9FD-AE3F71EEBDC8,Linville Falls Campground,blri,35.9671524465,-81.9326240728,39,25,['Developed Campground'],20.0,28752,Linville Falls
346,A63DE856-B573-4F34-A8AC-8F2BE146C442,Little Beaver Lake Campground,piro,46.5575,-86.3638,8,0,['Limited Development Campground'],25.0,49884,Melstrand
347,FBDC47A8-40CD-4BE7-B588-7DD0D89ADF82,Little Pool Hiker-Biker Campsite,choh,39.68477600000001,-78.11312500000001,0,0,[],0.0,21750,Hancock
348,5FEBB647-6237-4F47-B304-95C564E66B3D,Little Todd Campground,isro,48.02025595545948,-88.92666555449784,0,4,['Primitive Camping Areas'],0.0,49931,Houghton
349,E0080EF8-EB48-4573-A23C-A7CDD2B75F76,Lizard Creek Campground,grte,44.0034692521,-110.688659309,60,0,['Developed Campground'],48.0,83013,Moran
350,E5093CF2-87B9-4099-840B-56BF12701918,Locust Grove Group Sites,laro,48.592901,-118.114979,2,0,['Limited Development Campground'],55.0,99141,Kettle Falls
351,F727B83F-B8CB-49AC-A0EC-76DFAB6140FE,Lodgepole Campground,seki,36.60577263264627,-118.7268830432024,214,0,['Developed Campground'],28.0,93262,Lodgepole
352,BFBDA380-305A-4821-BB62-C72A939C78FC,Loft Mountain Campground,shen,38.246415,-78.67070100000001,141,50,['Developed Campground'],30.0,22932,Crozet
353,4CA589A7-8776-4E8E-BFB7-E5D1EF2E65E8,Logging Creek,glac,48.69845476183268,-114.19165560397356,0,7,['Primitive Camping Areas'],10.0,59936,West Glacier
354,BF0E7B53-5990-4465-8242-172A24A0083A,Lone Rock Beach Primitive Camping Area,glca,37.016159934,-111.540346568,0,10000,['Primitive Camping Areas'],14.0,86040,Greenehaven
355,AE149158-1191-4835-8457-E6E899F5EA48,Long Pine Key Campground,ever,25.3979002291,-80.6569697813,108,108,['Developed Campground'],33.0,33034,Homestead
356,457CE0AF-DC49-4203-8647-55410C7B9FE1,Longleaf Campground,cong,33.8357177464838,-80.82739767307794,14,14,['Limited Development Campground'],15.0,,
